external_operation_id,plate_normalized,external_ingreso_at,external_salida_at,product_normalized,platform_normalized,planta_normalized,movement_type,source_file,reason
CTG_10233152193,KTY344,2026-06-26T16:45:00,2026-06-26T22:51:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000400418890,KWO040,2026-06-26T21:10:00,2026-06-26T22:52:00,AC GIRASOL OLEICO REFINADO,ACEITE_OSL,TERMINAL_EMBARQUE,EGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233144175,DFB688,2026-06-26T17:19:00,2026-06-26T22:54:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233149071,AE785KB,2026-06-26T17:06:00,2026-06-26T22:57:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_30033166743,AA463TD,2026-06-26T18:49:00,2026-06-26T22:58:00,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133146960,OQC547,2026-06-26T15:50:00,2026-06-26T23:03:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133137400,KSK382,2026-06-26T06:12:00,2026-06-26T23:06:00,MAIZ,CELDA_171_-_CENTRO,AVELLANEDA,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233146202,AH298ZV,2026-06-26T15:22:00,2026-06-26T23:07:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133141853,AH288FC,2026-06-26T16:41:00,2026-06-26T23:09:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000200430756,GYB962,2026-06-26T21:19:00,2026-06-26T23:12:00,LEÑA CORTA SELECC,PLAYA_LEÑA_Y_CHIP,AVELLANEDA,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233162156,AF391WE,2026-06-26T18:08:00,2026-06-26T23:13:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000200430757,AE909ES,2026-06-26T22:25:00,2026-06-26T23:17:00,CHIP DE EUCALIPTUS,PLAYA_LEÑA_Y_CHIP,AVELLANEDA,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233148052,UJT651,2026-06-26T16:15:00,2026-06-26T23:21:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233146192,AH374LC,2026-06-26T17:27:00,2026-06-26T23:26:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233149743,KOW685,2026-06-26T18:09:00,2026-06-26T23:27:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_30033168909,JTT879,2026-06-26T19:41:00,2026-06-26T23:28:00,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233148878,NHO213,2026-06-26T18:13:00,2026-06-26T23:30:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133149830,LLZ838,2026-06-26T17:29:00,2026-06-26T23:38:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133149700,CNW721,2026-06-26T18:14:00,2026-06-26T23:43:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133143282,KHO573,2026-06-26T18:18:00,2026-06-26T23:44:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_30033156424,JDH880,2026-06-26T19:50:00,2026-06-26T23:46:00,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133140359,AG842WB,2026-06-26T20:03:00,2026-06-26T23:46:00,GIRASOL,VOLCABLE_1,RICARDONE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233156868,AC952DR,2026-06-26T18:19:00,2026-06-26T23:47:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133159103,AD972HM,2026-06-26T18:25:00,2026-06-26T23:50:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133136108,NEX098,2026-06-26T07:55:00,2026-06-26T23:51:00,MAIZ,CELDA_171_-_CENTRO,AVELLANEDA,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133152518,AF568DA,2026-06-26T18:16:00,2026-06-26T23:52:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133146556,AC707CO,2026-06-26T18:34:00,2026-06-26T23:54:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133146922,AC618UY,2026-06-26T18:35:00,2026-06-26T23:58:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260626.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000200430759,HAK397,2026-06-26T23:09:00,2026-06-27T00:01:00,CHIP DE PINO,PLAYA_LEÑA_Y_CHIP,AVELLANEDA,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133147866,CJF916,2026-06-26T18:15:00,2026-06-27T00:03:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133153673,AG850MJ,2026-06-26T18:37:00,2026-06-27T00:07:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233163775,IWV405,2026-06-26T18:36:00,2026-06-27T00:08:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233164258,OKJ664,2026-06-26T18:39:00,2026-06-27T00:09:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133154111,BBF542,2026-06-26T18:38:00,2026-06-27T00:14:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133143458,THI335,2026-06-26T18:46:00,2026-06-27T00:15:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133150975,DGX096,2026-06-26T19:01:00,2026-06-27T00:25:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233154629,AH825WE,2026-06-26T18:42:00,2026-06-27T00:26:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000400418891,PAR121,2026-06-26T22:52:00,2026-06-27T00:28:00,BORRA DE ACSOJA REFINADO,,TERMINAL_EMBARQUE,EGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133143099,PJM684,2026-06-26T19:04:00,2026-06-27T00:29:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000200430760,NKT854,2026-06-26T23:10:00,2026-06-27T00:29:00,CHIP DE PINO,PLAYA_LEÑA_Y_CHIP,AVELLANEDA,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233166922,STI531,2026-06-26T19:02:00,2026-06-27T00:30:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133140706,AB096UN,2026-06-26T20:35:00,2026-06-27T00:33:00,GIRASOL,VOLCABLE_1,RICARDONE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133145537,DZW818,2026-06-26T15:07:00,2026-06-27T00:34:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133153900,AF150VL,2026-06-26T19:05:00,2026-06-27T00:35:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133147524,KBM685,2026-06-26T14:44:00,2026-06-27T00:41:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233162463,AH786AX,2026-06-26T19:27:00,2026-06-27T00:42:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133153970,AB666EK,2026-06-26T19:09:00,2026-06-27T00:43:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133149993,AC065GW,2026-06-26T19:21:00,2026-06-27T00:44:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133153226,DUW213,2026-06-26T20:40:00,2026-06-27T00:45:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233147218,AE332ID,2026-06-26T19:30:00,2026-06-27T00:46:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233162502,AD874WH,2026-06-26T19:32:00,2026-06-27T00:47:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133165990,KAX397,2026-06-26T21:14:00,2026-06-27T00:54:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133153031,NKV146,2026-06-26T19:57:00,2026-06-27T00:55:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233158923,AB900YE,2026-06-26T19:39:00,2026-06-27T00:56:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133152605,AB394QZ,2026-06-26T20:09:00,2026-06-27T01:01:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133152797,KZV733,2026-06-26T20:12:00,2026-06-27T01:01:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000200430761,HHQ888,2026-06-26T14:10:00,2026-06-27T01:04:00,CHIP DE EUCALIPTUS,PLAYA_LEÑA_Y_CHIP,AVELLANEDA,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133145407,HDH149,2026-06-26T19:42:00,2026-06-27T01:04:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133136022,GFY857,2026-06-26T07:58:00,2026-06-27T01:05:00,MAIZ,CELDA_171_-_CENTRO,AVELLANEDA,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233144417,AAV547,2026-06-26T20:14:00,2026-06-27T01:06:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233148855,AD089BH,2026-06-26T20:14:00,2026-06-27T01:09:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233148045,LSU040,2026-06-26T20:08:00,2026-06-27T01:13:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133157287,RFN988,2026-06-26T20:23:00,2026-06-27T01:16:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133133575,AI112IM,2026-06-26T08:50:00,2026-06-27T01:17:00,MAIZ,CELDA_171_-_CENTRO,AVELLANEDA,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133151975,EVU853,2026-06-26T20:22:00,2026-06-27T01:19:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133139727,IZX624,2026-06-26T22:03:00,2026-06-27T01:20:00,GIRASOL,VOLCABLE_1,RICARDONE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133148291,GKK934,2026-06-26T18:15:00,2026-06-27T01:21:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133162491,IYE454,2026-06-26T20:24:00,2026-06-27T01:25:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133150481,ADL636,2026-06-26T18:41:00,2026-06-27T01:27:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133148647,NUW684,2026-06-26T20:31:00,2026-06-27T01:31:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133156725,VRV487,2026-06-26T20:24:00,2026-06-27T01:32:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133150258,AC448UC,2026-06-26T18:48:00,2026-06-27T01:33:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133150338,AZS144,2026-06-26T19:10:00,2026-06-27T01:37:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233162907,FZR283,2026-06-26T20:33:00,2026-06-27T01:39:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233166838,CRU969,2026-06-26T20:27:00,2026-06-27T01:41:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133142879,GZO504,2026-06-26T18:19:00,2026-06-27T01:45:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233161661,OKH237,2026-06-26T20:38:00,2026-06-27T01:46:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233146645,AI208DC,2026-06-26T19:22:00,2026-06-27T01:47:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233153556,SHA456,2026-06-26T20:52:00,2026-06-27T01:48:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133161506,KKS778,2026-06-26T21:09:00,2026-06-27T01:51:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233152441,ATT247,2026-06-26T20:51:00,2026-06-27T01:52:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133138036,AE398PP,2026-06-26T08:51:00,2026-06-27T01:54:00,MAIZ,CELDA_171_-_CENTRO,AVELLANEDA,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133139524,JMS743,2026-06-26T20:53:00,2026-06-27T01:58:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233167636,UNX312,2026-06-26T21:03:00,2026-06-27T01:59:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233157942,AE646GM,2026-06-26T21:05:00,2026-06-27T02:04:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133163470,HAL485,2026-06-26T19:55:00,2026-06-27T02:08:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133140700,HCO481,2026-06-26T22:04:00,2026-06-27T02:09:00,GIRASOL,VOLCABLE_1,RICARDONE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133147564,AH786DH,2026-06-26T21:23:00,2026-06-27T02:10:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133147709,AB244PM,2026-06-26T21:23:00,2026-06-27T02:11:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133138381,AD678LW,2026-06-26T21:31:00,2026-06-27T02:13:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133118952,AE110WH,2026-06-26T21:35:00,2026-06-27T02:14:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133162661,HKI697,2026-06-26T21:47:00,2026-06-27T02:18:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133119044,AB170UF,2026-06-26T21:34:00,2026-06-27T02:21:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133127144,RQE570,2026-06-26T07:28:00,2026-06-27T02:28:00,MAIZ,CELDA_171_-_CENTRO,AVELLANEDA,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133118839,OLM973,2026-06-26T21:35:00,2026-06-27T02:31:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133156585,MJS924,2026-06-26T20:26:00,2026-06-27T02:33:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133151558,KYF307,2026-06-26T20:28:00,2026-06-27T02:36:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10100493893,AH321TK,2026-06-26T22:18:00,2026-06-27T02:42:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133138663,LDX760,2026-06-26T22:14:00,2026-06-27T02:51:00,GIRASOL,VOLCABLE_1,RICARDONE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133138848,AG700LA,2026-06-26T08:59:00,2026-06-27T02:58:00,MAIZ,CELDA_171_-_CENTRO,AVELLANEDA,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133149570,AA447PH,2026-06-26T22:13:00,2026-06-27T03:04:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133146769,NIX919,2026-06-26T21:58:00,2026-06-27T03:06:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133146491,NHB130,2026-06-26T21:59:00,2026-06-27T03:10:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233143404,UQW840,2026-06-26T09:29:00,2026-06-27T03:23:00,MAIZ,CELDA_171_-_CENTRO,AVELLANEDA,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133167307,TJP375,2026-06-26T22:19:00,2026-06-27T03:28:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233162051,VCI376,2026-06-26T22:24:00,2026-06-27T03:31:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133152160,OUP664,2026-06-26T21:48:00,2026-06-27T03:40:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133156114,AI007FJ,2026-06-26T18:43:00,2026-06-27T03:42:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133138272,AD671JM,2026-06-26T18:44:00,2026-06-27T03:43:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133149869,AA292TE,2026-06-26T22:01:00,2026-06-27T03:47:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233155752,KHL153,2026-06-26T22:15:00,2026-06-27T03:53:00,GIRASOL,VOLCABLE_1,RICARDONE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133134946,AC071AA,2026-06-26T09:53:00,2026-06-27T03:53:00,MAIZ,CELDA_171_-_CENTRO,AVELLANEDA,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233157316,AD542VA,2026-06-26T21:26:00,2026-06-27T03:53:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233158642,OSO405,2026-06-26T19:11:00,2026-06-27T03:55:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133147802,AH972SC,2026-06-26T19:03:00,2026-06-27T03:57:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133151135,DHY514,2026-06-26T19:12:00,2026-06-27T03:58:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133159990,AD994XF,2026-06-26T19:19:00,2026-06-27T03:59:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260627.xlsx,NO_TRUCKFLOW_MATCH
