executive_circuit_code,journey_id,plate,from_logical,to_logical,transition_label,duration_min
R7,e346f265-a44c-49f9-8e99-b478c1d71ed6__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,3.17
R7,e346f265-a44c-49f9-8e99-b478c1d71ed6__cycle_2,,PREINGRESO,CALADA,preingreso → calada,54.09
R7,e346f265-a44c-49f9-8e99-b478c1d71ed6__cycle_2,,CALADA,EGRESO,calada → egreso,9.68
R7,e346f265-a44c-49f9-8e99-b478c1d71ed6__cycle_2,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,13.57
R7,e346f265-a44c-49f9-8e99-b478c1d71ed6__cycle_2,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,149.19
R8,ddf0474c-61b9-4f29-8587-d3da894069e1__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,1.58
R8,ddf0474c-61b9-4f29-8587-d3da894069e1__cycle_2,,PREINGRESO,LIQUIDO,preingreso → líquido,1.89
R7,c0dc410f-aeee-4649-8233-7d5eca068c41,,INGRESO,PREINGRESO,ingreso → preingreso,1.00
R7,c0dc410f-aeee-4649-8233-7d5eca068c41,,PREINGRESO,CALADA,preingreso → calada,49.08
R7,c0dc410f-aeee-4649-8233-7d5eca068c41,,CALADA,EGRESO,calada → egreso,5.43
R7,c0dc410f-aeee-4649-8233-7d5eca068c41,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,13.49
R7,c0dc410f-aeee-4649-8233-7d5eca068c41,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,84.51
R7,c0dc410f-aeee-4649-8233-7d5eca068c41,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,63.00
R8,1d450df6-e63d-41e8-b219-f20ba46a9244__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,1.58
R8,1d450df6-e63d-41e8-b219-f20ba46a9244__cycle_2,,PREINGRESO,LIQUIDO,preingreso → líquido,40.31
R7,4a8c7c80-9996-47cc-a396-cff3c7682755,,INGRESO,PREINGRESO,ingreso → preingreso,2.25
R7,4a8c7c80-9996-47cc-a396-cff3c7682755,,PREINGRESO,CALADA,preingreso → calada,49.08
R7,4a8c7c80-9996-47cc-a396-cff3c7682755,,CALADA,EGRESO,calada → egreso,33.09
R8,739be278-8a1a-4eae-8b35-3b11625d83f4__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,2.50
R8,739be278-8a1a-4eae-8b35-3b11625d83f4__cycle_2,,PREINGRESO,LIQUIDO,preingreso → líquido,26.72
R8,ac5c166d-20bd-4da5-9351-b8a8dd6a5dba__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,3.33
R8,ac5c166d-20bd-4da5-9351-b8a8dd6a5dba__cycle_2,,PREINGRESO,LIQUIDO,preingreso → líquido,28.64
R7,67ac1cd5-de89-4a1c-85aa-cc15e9edd768,,INGRESO,PREINGRESO,ingreso → preingreso,2.08
R7,67ac1cd5-de89-4a1c-85aa-cc15e9edd768,,PREINGRESO,CALADA,preingreso → calada,31.75
R7,67ac1cd5-de89-4a1c-85aa-cc15e9edd768,,CALADA,EGRESO,calada → egreso,13.84
R7,67ac1cd5-de89-4a1c-85aa-cc15e9edd768,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,11.15
R7,67ac1cd5-de89-4a1c-85aa-cc15e9edd768,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,88.75
R7,67ac1cd5-de89-4a1c-85aa-cc15e9edd768,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,56.40
R8,4799178c-2bf9-4649-a849-aa52366a68a7__cycle_4,,INGRESO,PREINGRESO,ingreso → preingreso,2.00
R8,4799178c-2bf9-4649-a849-aa52366a68a7__cycle_4,,PREINGRESO,LIQUIDO,preingreso → líquido,27.81
R7,72311abf-84e2-44b2-a389-d9c8b22733ce,,INGRESO,PREINGRESO,ingreso → preingreso,3.00
R7,72311abf-84e2-44b2-a389-d9c8b22733ce,,PREINGRESO,EGRESO,preingreso → egreso,132.85
R7,72d4366e-9419-42cc-b4a6-8a705a481ffc,,INGRESO,PREINGRESO,ingreso → preingreso,3.00
R7,72d4366e-9419-42cc-b4a6-8a705a481ffc,,PREINGRESO,CALADA,preingreso → calada,28.25
R7,72d4366e-9419-42cc-b4a6-8a705a481ffc,,CALADA,EGRESO,calada → egreso,17.01
R7,72d4366e-9419-42cc-b4a6-8a705a481ffc,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,10.33
R7,72d4366e-9419-42cc-b4a6-8a705a481ffc,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,161.35
R7,37cb9eab-3d96-4e14-94da-3bf39f5f6bd8__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,3.25
R7,37cb9eab-3d96-4e14-94da-3bf39f5f6bd8__cycle_2,,PREINGRESO,CALADA,preingreso → calada,28.57
R7,37cb9eab-3d96-4e14-94da-3bf39f5f6bd8__cycle_2,,CALADA,EGRESO,calada → egreso,14.19
R7,37cb9eab-3d96-4e14-94da-3bf39f5f6bd8__cycle_2,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.07
R7,37cb9eab-3d96-4e14-94da-3bf39f5f6bd8__cycle_2,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,147.36
R7,37b41b9f-5e6b-453a-a505-5c9739ccff86__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,3.75
R7,37b41b9f-5e6b-453a-a505-5c9739ccff86__cycle_2,,PREINGRESO,CALADA,preingreso → calada,1.64
R7,37b41b9f-5e6b-453a-a505-5c9739ccff86__cycle_2,,CALADA,EGRESO,calada → egreso,1.62
R7,37b41b9f-5e6b-453a-a505-5c9739ccff86__cycle_2,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,9.16
R7,37b41b9f-5e6b-453a-a505-5c9739ccff86__cycle_2,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,14.70
R7,58d5707e-4ef8-4fc8-86bf-9d9a20de0d2e__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,4.17
R7,58d5707e-4ef8-4fc8-86bf-9d9a20de0d2e__cycle_2,,PREINGRESO,CALADA,preingreso → calada,1.81
R7,58d5707e-4ef8-4fc8-86bf-9d9a20de0d2e__cycle_2,,CALADA,EGRESO,calada → egreso,2.12
R7,58d5707e-4ef8-4fc8-86bf-9d9a20de0d2e__cycle_2,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.57
R7,58d5707e-4ef8-4fc8-86bf-9d9a20de0d2e__cycle_2,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,195.30
R7,58d5707e-4ef8-4fc8-86bf-9d9a20de0d2e__cycle_2,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,39.20
R7,d6c8d3cc-622f-4a40-b54a-4c21b4e1f8e4__cycle_2,,INGRESO,CALADA,ingreso → calada,6.23
R7,d6c8d3cc-622f-4a40-b54a-4c21b4e1f8e4__cycle_2,,CALADA,EGRESO,calada → egreso,2.20
R7,cdee69ba-c009-451a-9be3-ebcb516dc617__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,4.42
R7,cdee69ba-c009-451a-9be3-ebcb516dc617__cycle_2,,PREINGRESO,CALADA,preingreso → calada,1.47
R7,cdee69ba-c009-451a-9be3-ebcb516dc617__cycle_2,,CALADA,EGRESO,calada → egreso,2.70
R7,cdee69ba-c009-451a-9be3-ebcb516dc617__cycle_2,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.91
R7,cdee69ba-c009-451a-9be3-ebcb516dc617__cycle_2,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,18.28
R7,80522b74-318b-425c-83eb-14320bf6fb45__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,1.17
R7,80522b74-318b-425c-83eb-14320bf6fb45__cycle_2,,PREINGRESO,EGRESO,preingreso → egreso,122.26
R7,6ee58975-52c3-41de-8469-7132cd490fa4__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,2.67
R7,6ee58975-52c3-41de-8469-7132cd490fa4__cycle_2,,PREINGRESO,CALADA,preingreso → calada,10.57
R7,6ee58975-52c3-41de-8469-7132cd490fa4__cycle_2,,CALADA,EGRESO,calada → egreso,6.61
R7,6ee58975-52c3-41de-8469-7132cd490fa4__cycle_2,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,10.74
R7,6ee58975-52c3-41de-8469-7132cd490fa4__cycle_2,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,148.61
R7,cd4380dc-fd9c-4d5f-8c46-1288a0a38965,,INGRESO,PREINGRESO,ingreso → preingreso,2.75
R7,cd4380dc-fd9c-4d5f-8c46-1288a0a38965,,PREINGRESO,CALADA,preingreso → calada,14.40
R7,cd4380dc-fd9c-4d5f-8c46-1288a0a38965,,CALADA,EGRESO,calada → egreso,8.19
R7,cd4380dc-fd9c-4d5f-8c46-1288a0a38965,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,9.15
R7,cd4380dc-fd9c-4d5f-8c46-1288a0a38965,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,150.95
R7,c271b445-46e1-4b1c-a3d0-5559d1ff2b03,,INGRESO,PREINGRESO,ingreso → preingreso,2.74
R7,c271b445-46e1-4b1c-a3d0-5559d1ff2b03,,PREINGRESO,CALADA,preingreso → calada,16.07
R7,c271b445-46e1-4b1c-a3d0-5559d1ff2b03,,CALADA,EGRESO,calada → egreso,5.86
R7,c271b445-46e1-4b1c-a3d0-5559d1ff2b03,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,9.32
R7,c271b445-46e1-4b1c-a3d0-5559d1ff2b03,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,152.94
R7,43ccf3a6-7a80-4994-a06b-28849d5150db,,INGRESO,PREINGRESO,ingreso → preingreso,2.92
R7,43ccf3a6-7a80-4994-a06b-28849d5150db,,PREINGRESO,CALADA,preingreso → calada,16.99
R7,43ccf3a6-7a80-4994-a06b-28849d5150db,,CALADA,EGRESO,calada → egreso,5.27
R7,43ccf3a6-7a80-4994-a06b-28849d5150db,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,12.32
R7,43ccf3a6-7a80-4994-a06b-28849d5150db,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,82.58
R7,43ccf3a6-7a80-4994-a06b-28849d5150db,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,72.60
R7,c1597de1-07cd-4e47-b2e7-cc44f7b669f0__cycle_3,,INGRESO,PREINGRESO,ingreso → preingreso,2.33
R7,c1597de1-07cd-4e47-b2e7-cc44f7b669f0__cycle_3,,PREINGRESO,EGRESO,preingreso → egreso,20.43
R7,b933f506-f273-4742-b6b5-66e097a5db51__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,3.17
R7,b933f506-f273-4742-b6b5-66e097a5db51__cycle_1,,PREINGRESO,CALADA,preingreso → calada,15.90
R7,b933f506-f273-4742-b6b5-66e097a5db51__cycle_1,,CALADA,EGRESO,calada → egreso,8.78
R7,b933f506-f273-4742-b6b5-66e097a5db51__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.65
R7,b933f506-f273-4742-b6b5-66e097a5db51__cycle_1,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,122.39
R7,b933f506-f273-4742-b6b5-66e097a5db51__cycle_1,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,36.00
R7,7e752598-a2c9-4d06-8ca4-cb752fd3ef31,,INGRESO,PREINGRESO,ingreso → preingreso,4.08
R7,7e752598-a2c9-4d06-8ca4-cb752fd3ef31,,PREINGRESO,CALADA,preingreso → calada,16.16
R7,7e752598-a2c9-4d06-8ca4-cb752fd3ef31,,CALADA,EGRESO,calada → egreso,7.77
R7,7e752598-a2c9-4d06-8ca4-cb752fd3ef31,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,9.49
R7,7e752598-a2c9-4d06-8ca4-cb752fd3ef31,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,122.14
R7,7e752598-a2c9-4d06-8ca4-cb752fd3ef31,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,36.10
R7,6b941b7a-1bd2-4fe3-a702-57951ce671c3__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,4.58
R7,6b941b7a-1bd2-4fe3-a702-57951ce671c3__cycle_1,,PREINGRESO,CALADA,preingreso → calada,19.65
R7,6b941b7a-1bd2-4fe3-a702-57951ce671c3__cycle_1,,CALADA,EGRESO,calada → egreso,9.69
R7,6b941b7a-1bd2-4fe3-a702-57951ce671c3__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,9.66
R7,6b941b7a-1bd2-4fe3-a702-57951ce671c3__cycle_1,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,158.44
R7,eba6de05-a144-43d7-a627-887238bb3ea4,,INGRESO,PREINGRESO,ingreso → preingreso,4.58
R7,eba6de05-a144-43d7-a627-887238bb3ea4,,PREINGRESO,CALADA,preingreso → calada,16.98
R7,eba6de05-a144-43d7-a627-887238bb3ea4,,CALADA,EGRESO,calada → egreso,6.70
R7,eba6de05-a144-43d7-a627-887238bb3ea4,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,10.24
R7,eba6de05-a144-43d7-a627-887238bb3ea4,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,158.86
R7,76d27b4b-06c6-4a8a-9e54-6b594638bf10,,INGRESO,PREINGRESO,ingreso → preingreso,2.00
R7,76d27b4b-06c6-4a8a-9e54-6b594638bf10,,PREINGRESO,CALADA,preingreso → calada,17.56
R7,76d27b4b-06c6-4a8a-9e54-6b594638bf10,,CALADA,EGRESO,calada → egreso,10.20
R7,76d27b4b-06c6-4a8a-9e54-6b594638bf10,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.82
R7,76d27b4b-06c6-4a8a-9e54-6b594638bf10,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,158.61
R7,a44df25c-d5c5-469f-80e4-36fb79420d08,,CALADA,EGRESO,calada → egreso,108.77
R7,a44df25c-d5c5-469f-80e4-36fb79420d08,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,9.40
R7,a44df25c-d5c5-469f-80e4-36fb79420d08,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,64.46
R7,a44df25c-d5c5-469f-80e4-36fb79420d08,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,70.80
R7,86c973c0-4f0d-475a-94eb-d307b95ee3d0,,INGRESO,CALADA,ingreso → calada,19.89
R7,86c973c0-4f0d-475a-94eb-d307b95ee3d0,,CALADA,EGRESO,calada → egreso,8.45
R7,0427ea51-a043-43ca-984d-64996a89683a,,INGRESO,CALADA,ingreso → calada,18.65
R7,0427ea51-a043-43ca-984d-64996a89683a,,CALADA,EGRESO,calada → egreso,7.61
R8,326f7537-28ae-4217-86c1-f454cb617846__cycle_5,,INGRESO,PREINGRESO,ingreso → preingreso,4.50
R8,326f7537-28ae-4217-86c1-f454cb617846__cycle_5,,PREINGRESO,LIQUIDO,preingreso → líquido,7.15
R7,f7beee5e-bd21-41d5-9e0b-592e6821b301,,INGRESO,PREINGRESO,ingreso → preingreso,2.00
R7,f7beee5e-bd21-41d5-9e0b-592e6821b301,,PREINGRESO,CALADA,preingreso → calada,10.64
R7,f7beee5e-bd21-41d5-9e0b-592e6821b301,,CALADA,EGRESO,calada → egreso,7.37
R7,f7beee5e-bd21-41d5-9e0b-592e6821b301,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.99
R7,f7beee5e-bd21-41d5-9e0b-592e6821b301,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,121.31
R7,f7beee5e-bd21-41d5-9e0b-592e6821b301,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,43.10
R7,ee1f7625-2e11-44bc-913c-dbd3b89b1829__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,1.33
R7,ee1f7625-2e11-44bc-913c-dbd3b89b1829__cycle_2,,PREINGRESO,CALADA,preingreso → calada,4.81
R7,ee1f7625-2e11-44bc-913c-dbd3b89b1829__cycle_2,,CALADA,EGRESO,calada → egreso,5.11
R7,ee1f7625-2e11-44bc-913c-dbd3b89b1829__cycle_2,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.99
R7,ee1f7625-2e11-44bc-913c-dbd3b89b1829__cycle_2,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,121.30
R7,ee1f7625-2e11-44bc-913c-dbd3b89b1829__cycle_2,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,42.80
R7,1d9455ec-cd9e-4e68-91c1-321d25563044,,INGRESO,PREINGRESO,ingreso → preingreso,1.67
R7,1d9455ec-cd9e-4e68-91c1-321d25563044,,PREINGRESO,CALADA,preingreso → calada,5.23
R7,1d9455ec-cd9e-4e68-91c1-321d25563044,,CALADA,EGRESO,calada → egreso,6.04
R7,1d9455ec-cd9e-4e68-91c1-321d25563044,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.49
R7,1d9455ec-cd9e-4e68-91c1-321d25563044,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,120.80
R7,1d9455ec-cd9e-4e68-91c1-321d25563044,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,51.60
R7,5f6d9613-0767-496a-af03-c92fa328d3f1,,INGRESO,PREINGRESO,ingreso → preingreso,2.00
R7,5f6d9613-0767-496a-af03-c92fa328d3f1,,PREINGRESO,CALADA,preingreso → calada,71.96
R7,5f6d9613-0767-496a-af03-c92fa328d3f1,,CALADA,EGRESO,calada → egreso,11.39
R7,5f6d9613-0767-496a-af03-c92fa328d3f1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,10.57
R7,5f6d9613-0767-496a-af03-c92fa328d3f1,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,63.71
R7,5f6d9613-0767-496a-af03-c92fa328d3f1,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,61.30
R7,3c8ba885-7a2b-406a-8c4b-714036cbd383,,INGRESO,PREINGRESO,ingreso → preingreso,4.58
R7,3c8ba885-7a2b-406a-8c4b-714036cbd383,,PREINGRESO,EGRESO,preingreso → egreso,90.93
R7,d88d4c7a-917c-4b24-8170-45fda0389ca5__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,3.58
R7,d88d4c7a-917c-4b24-8170-45fda0389ca5__cycle_1,,PREINGRESO,CALADA,preingreso → calada,74.72
R7,d88d4c7a-917c-4b24-8170-45fda0389ca5__cycle_1,,CALADA,EGRESO,calada → egreso,9.54
R7,d88d4c7a-917c-4b24-8170-45fda0389ca5__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,9.16
R7,d88d4c7a-917c-4b24-8170-45fda0389ca5__cycle_1,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,114.11
R7,31d8a4cc-9c82-4c60-8825-de461cc16339,,INGRESO,PREINGRESO,ingreso → preingreso,3.67
R7,31d8a4cc-9c82-4c60-8825-de461cc16339,,PREINGRESO,CALADA,preingreso → calada,75.62
R7,31d8a4cc-9c82-4c60-8825-de461cc16339,,CALADA,EGRESO,calada → egreso,9.30
R7,31d8a4cc-9c82-4c60-8825-de461cc16339,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.91
R7,31d8a4cc-9c82-4c60-8825-de461cc16339,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,124.44
R7,3c7b88c9-e935-4e1b-bdff-07d1d55b8e67,,INGRESO,PREINGRESO,ingreso → preingreso,4.58
R7,3c7b88c9-e935-4e1b-bdff-07d1d55b8e67,,PREINGRESO,EGRESO,preingreso → egreso,118.43
R7,d5a67dfb-6449-4556-ba8b-fbc18a667868,,PREINGRESO,CALADA,preingreso → calada,71.44
R7,d5a67dfb-6449-4556-ba8b-fbc18a667868,,CALADA,EGRESO,calada → egreso,19.82
R8,5c5f25cf-49ca-4b8e-823a-011e592a98e2__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,2.75
R8,5c5f25cf-49ca-4b8e-823a-011e592a98e2__cycle_1,,PREINGRESO,LIQUIDO,preingreso → líquido,2.47
R7,26453077-24b9-4c1b-a517-fddd0ba12e5a__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,1.50
R7,26453077-24b9-4c1b-a517-fddd0ba12e5a__cycle_2,,PREINGRESO,CALADA,preingreso → calada,70.44
R7,26453077-24b9-4c1b-a517-fddd0ba12e5a__cycle_2,,CALADA,EGRESO,calada → egreso,5.93
R7,26453077-24b9-4c1b-a517-fddd0ba12e5a__cycle_2,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.38
R7,26453077-24b9-4c1b-a517-fddd0ba12e5a__cycle_2,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,59.30
R7,26453077-24b9-4c1b-a517-fddd0ba12e5a__cycle_2,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,62.30
R5,76654c8b-680c-455c-a5fd-d7d3a7729680__cycle_3,,INGRESO,PREINGRESO,ingreso → preingreso,3.08
R5,76654c8b-680c-455c-a5fd-d7d3a7729680__cycle_3,,PREINGRESO,CALADA,preingreso → calada,51.86
R5,76654c8b-680c-455c-a5fd-d7d3a7729680__cycle_3,,CALADA,BALANZA_INGRESO,calada → balanza ingreso,12.33
R7,750078d8-1d41-405b-bbee-ad84ce3318f3,,INGRESO,CALADA,ingreso → calada,64.44
R7,750078d8-1d41-405b-bbee-ad84ce3318f3,,CALADA,EGRESO,calada → egreso,7.24
R7,d63444de-652e-4cef-a0bd-25e688ae738b__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,7.58
R7,d63444de-652e-4cef-a0bd-25e688ae738b__cycle_2,,PREINGRESO,CALADA,preingreso → calada,57.87
R7,d63444de-652e-4cef-a0bd-25e688ae738b__cycle_2,,CALADA,EGRESO,calada → egreso,7.97
R7,d63444de-652e-4cef-a0bd-25e688ae738b__cycle_2,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.32
R7,d63444de-652e-4cef-a0bd-25e688ae738b__cycle_2,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,99.70
R7,d63444de-652e-4cef-a0bd-25e688ae738b__cycle_2,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,39.80
R7,7d2decdf-0c24-470f-9677-12acdd87d74d,,INGRESO,PREINGRESO,ingreso → preingreso,6.92
R7,7d2decdf-0c24-470f-9677-12acdd87d74d,,PREINGRESO,CALADA,preingreso → calada,60.12
R7,7d2decdf-0c24-470f-9677-12acdd87d74d,,CALADA,EGRESO,calada → egreso,12.89
R7,7d2decdf-0c24-470f-9677-12acdd87d74d,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.24
R7,7d2decdf-0c24-470f-9677-12acdd87d74d,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,260.20
R7,a9bc6e81-facc-4e13-8eba-99e9e6c751c2__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,5.75
R7,a9bc6e81-facc-4e13-8eba-99e9e6c751c2__cycle_2,,PREINGRESO,CALADA,preingreso → calada,59.02
R7,a9bc6e81-facc-4e13-8eba-99e9e6c751c2__cycle_2,,CALADA,EGRESO,calada → egreso,9.15
R7,a9bc6e81-facc-4e13-8eba-99e9e6c751c2__cycle_2,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,7.82
R7,a9bc6e81-facc-4e13-8eba-99e9e6c751c2__cycle_2,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,97.69
R7,a9bc6e81-facc-4e13-8eba-99e9e6c751c2__cycle_2,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,38.30
R7,8eb34b28-25c9-4d88-959a-c0ff02a0cefe,,INGRESO,PREINGRESO,ingreso → preingreso,7.33
R7,8eb34b28-25c9-4d88-959a-c0ff02a0cefe,,PREINGRESO,CALADA,preingreso → calada,62.35
R7,8eb34b28-25c9-4d88-959a-c0ff02a0cefe,,CALADA,EGRESO,calada → egreso,23.24
R7,8eb34b28-25c9-4d88-959a-c0ff02a0cefe,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,11.49
R7,8eb34b28-25c9-4d88-959a-c0ff02a0cefe,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,260.37
R7,69a934cb-9bb3-42d8-955f-7d1ff9094173,,PREINGRESO,CALADA,preingreso → calada,61.35
R7,69a934cb-9bb3-42d8-955f-7d1ff9094173,,CALADA,EGRESO,calada → egreso,142.82
R7,e1c7e5d5-7a90-4d10-9e34-961a02c72e0d,,PREINGRESO,CALADA,preingreso → calada,61.78
R7,e1c7e5d5-7a90-4d10-9e34-961a02c72e0d,,CALADA,EGRESO,calada → egreso,13.82
R7,2d7f4270-e0cc-4622-898f-79813dca5f85__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,1.75
R7,2d7f4270-e0cc-4622-898f-79813dca5f85__cycle_2,,PREINGRESO,CALADA,preingreso → calada,62.45
R7,2d7f4270-e0cc-4622-898f-79813dca5f85__cycle_2,,CALADA,EGRESO,calada → egreso,7.23
R7,2d7f4270-e0cc-4622-898f-79813dca5f85__cycle_2,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,7.24
R7,2d7f4270-e0cc-4622-898f-79813dca5f85__cycle_2,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,256.87
R7,b8fd32ca-0b99-4d06-85b1-0c2417721ab3__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,2.33
R7,b8fd32ca-0b99-4d06-85b1-0c2417721ab3__cycle_1,,PREINGRESO,CALADA,preingreso → calada,65.60
R7,b8fd32ca-0b99-4d06-85b1-0c2417721ab3__cycle_1,,CALADA,EGRESO,calada → egreso,9.41
R7,b8fd32ca-0b99-4d06-85b1-0c2417721ab3__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,11.65
R7,b8fd32ca-0b99-4d06-85b1-0c2417721ab3__cycle_1,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,83.78
R7,b8fd32ca-0b99-4d06-85b1-0c2417721ab3__cycle_1,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,169.30
R7,bacd2b1b-b984-452d-a7b5-edcb50ef7d59,,INGRESO,PREINGRESO,ingreso → preingreso,2.33
R7,bacd2b1b-b984-452d-a7b5-edcb50ef7d59,,PREINGRESO,CALADA,preingreso → calada,57.45
R7,bacd2b1b-b984-452d-a7b5-edcb50ef7d59,,CALADA,EGRESO,calada → egreso,9.81
R7,bacd2b1b-b984-452d-a7b5-edcb50ef7d59,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.57
