external_operation_id,plate_normalized,excel_planta,source_date,circuit,excel_platform,audit_site,required_camera,riccalliq_captured,s10_captured,s10_devices_hit,s10_roles,unified_slot_gap,expected_sl_role,truckflow_match_quality,excel_in_truckflow_window,matched_journey_uids,analysis_ready_for_scatter,camera_best_instant
CTG_30033233620,KZO646,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033233681,NBK156,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033233786,SPI351,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033233812,AA463TD,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033233844,JPS813,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033233867,ENA722,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033233892,JDH880,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033233920,FAF492,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400418995,UUH077,TERMINAL_EMBARQUE,2026-06-30,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033234004,JUP399,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033234014,UUU110,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033234021,AKJ611,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033234030,AJV928,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400418996,AGR963,TERMINAL_EMBARQUE,2026-06-30,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033234035,EXR046,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033234045,KZO646,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033234071,NBK156,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419000,OFG785,TERMINAL_EMBARQUE,2026-06-30,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_outside_window_only,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419001,BTS626,TERMINAL_EMBARQUE,2026-06-30,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419002,LKJ248,TERMINAL_EMBARQUE,2026-06-30,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419004,OVP323,TERMINAL_EMBARQUE,2026-06-30,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419005,WRM886,TERMINAL_EMBARQUE,2026-06-30,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419007,OGA047,TERMINAL_EMBARQUE,2026-06-30,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033234369,JPS813,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033234560,FAF492,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419010,KWO040,TERMINAL_EMBARQUE,2026-06-30,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033234871,JDH880,TERMINAL_EMBARQUE,2026-06-30,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
